id;fecha;genero;edad;nivel_formacion;carrera_grado;tipo_universidad;pais;provincia;trabajo;rubro;dotacion;origen_capital;dotacion_rh;puesto;tipo_contratacion;jornada;funcion;personas_a_cargo;anios_en_empresa;anios_en_puesto;anios_experiencia;sueldo_bruto;beneficios;bono;ajuste;ajuste_porcentaje;ajuste_mes;otros_proyectos;erp;nombre_area;idioma_exigencia;idioma_porcentaje;satisfaccion;busqueda;beneficios_expectativa;pregunta_bizarra;rh_una_palabra;diversidad_sexual;libertad_ser;diversidad_management;lenguaje_inclusivo;discapacidad;linea_segura;sufrio_acoso;teletrabajo;retorno_plan;retorno_mes;retorno_decision;retorno_dias;modalidad_ingresos;retorno_satisfaccion;valoracion_gestion_pandemia
166;2021-10-25T20:45:05Z;Mujer cis;31 - 35;Universitario completo;Psicología;Universidad Pública;Argentina;Santa Fe;Relación de Dependencia;Servicios de salud;501 - 1.000;Nacional;5;Analista;Plazo Fijo;Full time;Capacitación y desarrollo;0;3;3;9;140000;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Abono de internet, Comedor / Almuerzos, Equipamiento ergonómico de teletrabajo, Home office, Reintegro en electricidad;No recibo bono;2 ajustes;35;Agosto;No;Visma;Desarrollo humano;No;0;4;No estoy buscando cambiar;Pago de idiomas;Que guardo en la mesita de luz;NA;No;De acuerdo;0.4;Ni de acuerdo ni en desacuerdo;No tengo ninguna discapacidad;No;No;Si;Mixto;Marzo 2022 en adelante;De la empresa;5 días;Mixta;Algo insatisfecho;4
168;2021-10-25T22:49:09Z;Mujer cis;31 - 35;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Comercio;1.001 - 2.500;Multinacional;4;HRBP;Indeterminado;Full time;Generalista;2;6;3;7;130000;Medicina prepaga / Plan de salud;Dos sueldos;1 solo;25;Mayo;No;SAP / SuccessFactors;Gestión Humana;No;0;4;No,  pero escucho ofertas;Dias extras de vacaciones;N/A;Servicio;No;Totalmente de acuerdo;0.6;En desacuerdo;No tengo ninguna discapacidad;Si;No;No;Presencial 100%;Ya volvimos 100%;De la empresa;No aplica;No hubo ingresos;Algo satisfecho;5
169;2021-10-25T22:56:54Z;Mujer cis;31 - 35;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Otros;101 - 250;Nacional;3;Analista;Indeterminado;Full time;Capacitación y desarrollo;0;5;1;1;94000;Medicina prepaga / Plan de salud, Horarios flexibles, Frutas y snacks, Home office;No recibo bono;No tuve ajustes;30;Noviembre;No;No tenemos sistema de gestión;Recursos Humanos;No;0.1;3;No,  pero escucho ofertas;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
170;2021-10-25T23:29:33Z;Mujer cis;31 - 35;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Industria metalúrgica, metalmecánica;101 - 250;Multinacional;2;Analista;Indeterminado;Full time;Administración de personal;0;1;1;9;78000;Medicina prepaga / Plan de salud, Comedor / Almuerzos, Seguro de vida (adicionales a los de ley);No recibo bono;1 solo;24;Abril;No;No tenemos sistema de gestión;Recursos Humanos;Si;0.1;1;No,  pero escucho ofertas;Flexibilidad, capacitaciones, motivación;Por qué no estaba en pareja;Incomprensión;No;En desacuerdo;0.2;Ni de acuerdo ni en desacuerdo;No tengo ninguna discapacidad;Si;No;No;Presencial 100%;Ya volvimos 100%;No aplica;No aplica;Presencial;No aplica / Prefiero no responder;3
171;2021-10-26T01:58:53Z;Mujer cis;36 - 40;Diplomado de posgrado completo;Administración de Empresas;Universidad Privada;Argentina;Santa Cruz;Relación de Dependencia;Minería;1.001 - 2.500;Multinacional;79;Jefe;Indeterminado;Full time;Servicios Generales;40;6;5;5;385000;Medicina prepaga / Plan de salud, Horarios flexibles, Charter / Servicio de transporte, Frutas y snacks, Gimnasio, Posgrados, Préstamos;Dos sueldos;2 ajustes;45;Julio;No;SAP / SuccessFactors;Recursos Humanos;No;0.2;3;No,  pero escucho ofertas;Estar mas cerca de casa/home office;NA;Servicio;No;De acuerdo;0.2;Ni de acuerdo ni en desacuerdo;No tengo ninguna discapacidad;Si;No;No;Mixto;Enero 2022;De común acuerdo;5 días;Presencial;No aplica / Prefiero no responder;5
172;2021-10-26T07:34:10Z;Mujer cis;31 - 35;Diplomado de posgrado completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Córdoba;Relación de Dependencia;Tecnologías de información;101 - 250;Nacional;4;HRBP;Monotributista;Full time;Generalista;0;3;2;4;91445;Medicina prepaga / Plan de salud, Horarios flexibles, Gimnasio, Home office;No recibo bono;3 o más ajustes;46;Noviembre;No;Tango;Capital Humano;No;NA;4;No,  pero escucho ofertas;NA;NA;Acompañantes;No;Totalmente de acuerdo;0.8;De acuerdo;No tengo ninguna discapacidad;No;No;NA;NA;NA;NA;NA;NA;NA;NA
173;2021-10-26T09:04:03Z;Mujer cis;31 - 35;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Córdoba;Relación de Dependencia;Tecnologías de información;51 - 100;Nacional;10;Analista;Indeterminado;Full time;Reclutamiento y selección;0;0;3;6;150000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Abono de celular, Abono de internet, Equipamiento ergonómico de teletrabajo, Home office;No recibo bono;2 ajustes;50;Septiembre;Si, en emprendimiento relacionado con RRHH;No tenemos sistema de gestión;Capital Humano;Si;0.1;5;Sí, activamente;3 semanas de vacaciones y dias flex al año;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
174;2021-10-26T09:53:08Z;Mujer cis;25 - 30;Maestría completa;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Río Negro;Relación de Dependencia;Tecnologías de información;1 - 50;Nacional;2;HRBP;Monotributista;Full time;Generalista;0;0;0;3;65000;Abono de internet, Home office;No recibo bono;No tuve ajustes;0;NA;Si, en emprendimiento no relacionado con RRHH;Ninguno;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
175;2021-10-26T10:07:12Z;Hombre cis;25 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Córdoba;Relación de Dependencia;Construcción;51 - 100;Nacional;1;Responsable;Monotributista;Full time;Generalista;0;2;2;5;100000;Horarios flexibles;Menos de un sueldo;3 o más ajustes;57.55;Octubre;Si, en emprendimiento relacionado con RRHH;Bejerman;Recursos Humanos;No;0;4;No,  pero escucho ofertas;Elección de trabajo Remoto o presencial;No recuerdo;Equilibrio;No;Totalmente de acuerdo;0.1;Totalmente en desacuerdo;No tengo ninguna discapacidad;No se;No;No;Presencial 100%;Ya volvimos 100%;De la empresa;No aplica;Presencial;Muy satisfecho;5
176;2021-10-26T10:12:22Z;Mujer cis;25 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Corrientes;Relación de Dependencia;Otros;101 - 250;Nacional;3;Administrativo;Indeterminado;Full time;Administración de personal;0;2;2;2;45000;No tengo beneficios adicionales;Menos de un sueldo;2 ajustes;1000;Agosto;No;No tenemos sistema de gestión;Oficina de Personal;No;0.2;1;Sí, activamente;Posibilidades de desarrollo y carrera, beneficios y salario acorde, flexibilidad en los horarios de trabajo, método de trabajo hibrido;¿Por qué no queres tener hijos?;Empatía;No;Ni de acuerdo ni en desacuerdo;0;Ni de acuerdo ni en desacuerdo;No tengo ninguna discapacidad;No;No;No;Presencial 100%;Ya volvimos 100%;No aplica;No aplica;Presencial;No aplica / Prefiero no responder;1
180;2021-10-26T16:18:19Z;Mujer cis;31 - 35;Universitario en curso;Abogacía;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Otros;10.001 o más;Multinacional;5000;Analista;Indeterminado;Full time;Reclutamiento y selección;0;0;0;1;100000;Medicina prepaga / Plan de salud, Horarios flexibles, Abono de internet, Home office, Idiomas;No recibo bono;No tuve ajustes;0;NA;No;Oracle HCM;Recursos Humanos;Si;0.9;5;No estoy buscando cambiar;Vacaciones extendidas;Donde me veía en 5 años;Amplio;No;Totalmente de acuerdo;0.6;Ni de acuerdo ni en desacuerdo;No tengo ninguna discapacidad;Si;No;Si;Remoto 100%;No aplica;De común acuerdo;A elección de cada empleado;Teletrabajo;No aplica / Prefiero no responder;4
182;2021-10-26T18:34:49Z;Mujer cis;18 - 25;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Buenos Aires;Relación de Dependencia;Petróleo y producción de gas, refinación de petróleo;51 - 100;Nacional;2;Asistente;Indeterminado;Full time;Generalista;0;3;0;0;67952;No tengo beneficios adicionales;No recibo bono;2 ajustes;30;Agosto;No;One soft;Recursos Humanos;No;0;3;No estoy buscando cambiar;Home Office, horario flexible;NA;Transversal;Si;Totalmente de acuerdo;0.5;De acuerdo;No tengo ninguna discapacidad;No;No;No;Presencial 100%;Ya volvimos 100%;De la empresa;No aplica;Presencial;Algo insatisfecho;3
183;2021-10-26T19:11:32Z;Hombre cis;25 - 30;Universitario completo;Psicología;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios financieros seguros;1 - 50;Multinacional;2;Analista;Plazo Fijo;Full time;De todo un poco por ser un equipo chico;0;0;0;0;75000;Medicina prepaga / Plan de salud, Horarios flexibles, Home office, Reintegros en capacitación;No recibo bono;2 ajustes;23;Octubre;Si, en emprendimiento no relacionado con RRHH;Jira;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
184;2021-10-26T19:29:57Z;Mujer heterosexual;25 - 30;Maestría completa;Psicología;Universidad Privada;Perú;NA;Relación de Dependencia;Tecnologías de información;501 - 1.000;Multinacional;30;Senior Recruiter;Prestación de servicios indeterminado (El Salvador);Full time;Reclutamiento y selección;1;0;0;7;6000;Horarios flexibles, Abono de celular, Home office;Menos de un sueldo;No tuve ajustes;0;NA;Si, en emprendimiento no relacionado con RRHH;SmartRecruiters;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
185;2021-10-26T19:51:44Z;Mujer cis;31 - 35;Maestría completa;Administración de Empresas;Universidad Privada;Colombia;NA;Relación de Dependencia;Servicios profesionales;1.001 - 2.500;Multinacional;18;HRBP;Indeterminado;Full time;Compensaciones y beneficios;2;1;1;10;4333000;Medicina prepaga / Plan de salud, Horarios flexibles, Licencias extendidas, Abono de internet, Home office, Idiomas, Seguro de vida (adicionales a los de ley);Un sueldo;No tuve ajustes;0;NA;Si, en emprendimiento relacionado con RRHH;SAP / SuccessFactors;Recursos Humanos;Si;0.3;5;No,  pero escucho ofertas;Trabajo remoto;NA;Pasión;No;De acuerdo;0.6;De acuerdo;No tengo ninguna discapacidad;Si;No;Si;Remoto 100%;No aplica;De común acuerdo;A elección de cada empleado;Teletrabajo;No aplica / Prefiero no responder;5
187;2021-10-26T20:19:41Z;Mujer cis;31 - 35;Universitario completo;Ingeniería Industrial;Universidad Pública;Perú;NA;Relación de Dependencia;Bancos, banca online;501 - 1.000;Nacional;7;Analista;Plazo Fijo;Full time;Payroll / Liquidación de sueldos;1;2;3;5;4800;Medicina prepaga / Plan de salud;Un sueldo;No tuve ajustes;0;Diciembre;No;Spring;Recursos Humanos;No;0.1;3;No,  pero escucho ofertas;Seguro cubierto al 100%, tarjeta de alimentos, homeoffice , cuponera de horas libres;No recuerdo;Servicio;No;De acuerdo;0.3;Totalmente de acuerdo;No tengo ninguna discapacidad;Si;No;Voy rotando entre la oficina y el teletrabajo;Mixto;Enero 2022;De la empresa;3 días;Mixta;Algo insatisfecho;3
188;2021-10-26T20:25:43Z;Hombre cis;36 - 40;Diplomado de posgrado completo;Ingeniería Industrial;Universidad Privada;Perú;NA;Relación de Dependencia;Servicios de consultoría;51 - 100;Nacional;12;Supervisor;Plazo Fijo;Full time;Compensaciones y beneficios;1;3;3;11;5500;Medicina prepaga / Plan de salud, Horarios flexibles, Comedor / Almuerzos, Equipamiento ergonómico de teletrabajo, Home office;Menos de un sueldo;No tuve ajustes;5;Julio;Si, en emprendimiento relacionado con RRHH;SAP / SuccessFactors;Recursos Humanos;No;0.1;4;No,  pero escucho ofertas;Nuevos proyectos crecimiento profesional;Con quién vivo?;Retador;No;Totalmente de acuerdo;0.5;Totalmente en desacuerdo;No tengo ninguna discapacidad;Si;Si;Si;Mixto;No esta definido;De la empresa;3 días;Teletrabajo;Algo satisfecho;5
189;2021-10-26T20:37:56Z;Mujer cis;31 - 35;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Construcción;251 - 500;Nacional;8;Analista;Indeterminado;Full time;People analytics;0;0;0;10;150000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Vacaciones extendidas, Abono de celular, Equipamiento ergonómico de teletrabajo, Frutas y snacks, Gimnasio, Home office, Reintegros en capacitación;Un sueldo;1 solo;20;Octubre;Si, en emprendimiento no relacionado con RRHH;Enlatado propio;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
190;2021-10-26T20:47:03Z;Mujer cis;31 - 35;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Córdoba;Relación de Dependencia;Otros;251 - 500;Nacional;4;Analista;Indeterminado;Full time;Generalista;0;0;0;6;87750;No tengo beneficios adicionales;No recibo bono;1 solo;7;Octubre;No;visma;Recursos Humanos;No;0;2;No,  pero escucho ofertas;prepaga, horario flex, dia de cumple, bono por objetivos..;no se;resiliencia;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
191;2021-10-26T21:56:50Z;Hombre cis;25 - 30;Diplomado de posgrado completo;RRHH / RRLL / RRTT;No estudié en la Universidad;Argentina;Tucumán;Relación de Dependencia;Servicios de correos y de telecomunicaciones;501 - 1.000;Multinacional;4;Analista;Indeterminado;Full time;Administración de personal;0;0;0;5;67000;No tengo beneficios adicionales;No recibo bono;No tuve ajustes;0;Septiembre;Si, en emprendimiento relacionado con RRHH;Payroll;Recursos Humanos;No;0;4;No,  pero escucho ofertas;Gym, descuentos, obra social;¿Sos Feliz?;procedimientos;Si;Totalmente de acuerdo;0.5;Totalmente en desacuerdo;No tengo ninguna discapacidad;No se;Si;No;Mixto;No esta definido;De la empresa;3 días;Teletrabajo;Muy satisfecho;4
192;2021-10-26T23:39:23Z;Mujer cis;41 - 45;Terciario en curso;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Educación;51 - 100;Nacional;4;Administrativo;Indeterminado;Full time;Administración de personal;1;2;1;7;70000;Frutas y snacks, Home office;Menos de un sueldo;No tuve ajustes;27;Octubre;No;No tenemos sistema de gestión;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
193;2021-10-27T09:16:02Z;Mujer cis;25 - 30;Diplomado de posgrado completo;Psicología;Universidad Pública;Bolivia;NA;Relación de Dependencia;Servicios de consultoría;1 - 50;Nacional;10;Analista;Indeterminado;Full time;Reclutamiento y selección;0;4;4;4;2700;Préstamos;Menos de un sueldo;No tuve ajustes;0;NA;No;SAP / SuccessFactors;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
194;2021-10-27T09:52:22Z;Hombre cis;31 - 35;Universitario completo;Psicología;Universidad Pública;Bolivia;NA;Relación de Dependencia;Alimentación, bebidas;101 - 250;Nacional;2;Responsable;Indeterminado;Full time;todas las anteriores;1;2;2;3;3500;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Abono de celular, Abono de internet, Préstamos, Reintegros en capacitación;Menos de un sueldo;1 solo;0;NA;Si, en emprendimiento relacionado con RRHH;Enlatado propio;Recursos Humanos;No;0.1;5;No estoy buscando cambiar;ninguno;si puede entrar a trabajar su esposo y su hijo;psinergia;No;Totalmente de acuerdo;0.8;Ni de acuerdo ni en desacuerdo;No tengo ninguna discapacidad;Si;No;No;Presencial 100%;Ya volvimos 100%;No aplica;No aplica;Presencial;Muy instatisfecho;5
197;2021-10-27T11:33:02Z;Mujer cis;31 - 35;Maestría completa;Psicología;Universidad Privada;Bolivia;NA;Relación de Dependencia;Alimentación, bebidas;2.501 - 5.000;Multinacional;27;Supervisor;Indeterminado;Full time;Capacitación y desarrollo;8;0;0;7;11000;Frutas y snacks, Home office, Posgrados, Reintegros en capacitación;No recibo bono;No tuve ajustes;0;NA;Si, en emprendimiento relacionado con RRHH;SAP / SuccessFactors;Desarrollo Humano;Si;0.1;3;No,  pero escucho ofertas;Flexibilidad de horarios;Estás buscando tener hijos a corto plazo?;Estratégico;No;Ni de acuerdo ni en desacuerdo;0.2;En desacuerdo;No tengo ninguna discapacidad;No se;Si;No;Mixto;Ya volvimos 100%;De la empresa;2 días;Presencial;Algo insatisfecho;5
198;2021-10-27T11:42:36Z;Hombre cis;25 - 30;Maestría en curso;Administración de Empresas;Universidad Pública;Perú;NA;Relación de Dependencia;Tecnologías de información;10.001 o más;Multinacional;150;Supervisor;Indeterminado;Full time;Generalista;0;0;0;9;5000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Licencias extendidas, Home office, Posgrados, Préstamos;No recibo bono;No tuve ajustes;20;Mayo;Si, en emprendimiento relacionado con RRHH;Oracle HCM;Talento Humano;No;0.1;5;No,  pero escucho ofertas;utilidades, más días libres;hace cuanto tiempo terminé con mi pareja;pasión;Si;Totalmente de acuerdo;0.4;Totalmente de acuerdo;No tengo ninguna discapacidad;Si;No;Si;Mixto;Marzo 2022 en adelante;De común acuerdo;A elección de cada empleado;Teletrabajo;Muy satisfecho;5
199;2021-10-27T12:16:46Z;Mujer cis;25 - 30;Universitario completo;Administración de Empresas;Universidad Privada;Perú;NA;Relación de Dependencia;Hotelería, restauración, turismo;5.001 - 10.000;Nacional;32;Analista;Indeterminado;Full time;People analytics;1;0;0;6;4000;Medicina prepaga / Plan de salud, Horarios flexibles, Abono de celular, Home office;No recibo bono;No tuve ajustes;0;NA;No;No tenemos sistema de gestión;GESTION DE DESARROLLO HUMANO;No;0;5;No estoy buscando cambiar;vacaciones extendidas;NA;personas;Si;Totalmente de acuerdo;0.5;Ni de acuerdo ni en desacuerdo;No tengo ninguna discapacidad;Si;No;Si;Mixto;No esta definido;De la empresa;A elección de cada empleado;Mixta;Algo insatisfecho;5
200;2021-10-27T12:38:46Z;Mujer cis;31 - 35;Universitario completo;Ingeniería Industrial;Universidad Privada;Colombia;NA;Relación de Dependencia;Tecnologías de información;501 - 1.000;Nacional;20;Analista;Indeterminado;Full time;Generalista;0;6;0;2;4660000;Medicina prepaga / Plan de salud, Horarios flexibles, Equipamiento ergonómico de teletrabajo, Home office;No recibo bono;1 solo;1.4;Marzo;No;No tenemos sistema de gestión;gerencia de estrategia para el talento;No;0;5;No,  pero escucho ofertas;NA;NA;NA;No;Totalmente de acuerdo;0.4;Totalmente de acuerdo;No tengo ninguna discapacidad;No;No;Si;Remoto 100%;No aplica;De la empresa;A elección de cada empleado;Teletrabajo;No aplica / Prefiero no responder;5
201;2021-10-27T12:50:34Z;Hombre cis;36 - 40;Maestría completa;Psicología;Universidad Pública;Bolivia;NA;Relación de Dependencia;Comercio;1 - 50;Multinacional;1;Jefe;Indeterminado;Full time;Generalista;0;5;5;10;14768;Home office, Descuento en productos de la empresa;No recibo bono;1 solo;4.83;Noviembre;No;SAP / SuccessFactors;Capital Humano;No;0;5;No estoy buscando cambiar;Bono por desempeño;NA;Equilibrio;No;Totalmente de acuerdo;0.3;En desacuerdo;No tengo ninguna discapacidad;Si;No;Voy rotando entre la oficina y el teletrabajo;Presencial 100%;No esta definido;De la empresa;No aplica;Presencial;Muy satisfecho;5
202;2021-10-27T14:11:57Z;Mujer cis;25 - 30;Diplomado de posgrado completo;Administración de Empresas;Universidad Privada;Perú;NA;Relación de Dependencia;Servicios de consultoría;101 - 250;Multinacional;20;Analista;Plazo Fijo;Full time;Reclutamiento y selección;0;0;0;1;2500;Home office;No recibo bono;No tuve ajustes;0;NA;Si, en proyectos ad honorem;SAP / SuccessFactors;Recursos Humanos;No;0.8;3;Sí, activamente;Horarios flexibles, trabajo remoto, day off por cumpleaños, plataformas de streaming;NA;Personas;No;NA;0.3;Totalmente de acuerdo;No tengo ninguna discapacidad;Si;No;Si;En evaluación;No esta definido;No aplica;No aplica;Prefiero no responder;No aplica / Prefiero no responder;4
203;2021-10-27T14:57:02Z;Hombre cis;18 - 25;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Medios de comunicación, cultura, gráficos;501 - 1.000;Multinacional;17;Analista;Indeterminado;Full time;Reclutamiento y selección;0;0;0;3;130000;Medicina prepaga / Plan de salud, Vacaciones extendidas, Abono de celular, Abono de internet, Equipamiento ergonómico de teletrabajo, Home office;No recibo bono;No tuve ajustes;20;Julio;No;No tenemos sistema de gestión;People;Si;0.3;4;No,  pero escucho ofertas;equipamientos ergonomicos, gimnasio, estudios;NA;servicio;No;Ni de acuerdo ni en desacuerdo;0.8;Ni de acuerdo ni en desacuerdo;No tengo ninguna discapacidad;Si;No;Si;Mixto;No esta definido;De la empresa;A elección de cada empleado;Teletrabajo;Algo satisfecho;NA
